file_name,label,split
backward/0165e0e8_nohash_0.wav,backward,train
backward/017c4098_nohash_0.wav,backward,train
backward/017c4098_nohash_1.wav,backward,train
backward/017c4098_nohash_2.wav,backward,train
backward/017c4098_nohash_3.wav,backward,train
backward/017c4098_nohash_4.wav,backward,train
backward/02ade946_nohash_0.wav,backward,train
backward/02ade946_nohash_1.wav,backward,train
backward/02ade946_nohash_2.wav,backward,train
backward/02ade946_nohash_3.wav,backward,train
backward/02ade946_nohash_4.wav,backward,train
backward/03401e93_nohash_0.wav,backward,test
backward/03401e93_nohash_1.wav,backward,test
backward/042a8dde_nohash_0.wav,backward,train
backward/042a8dde_nohash_1.wav,backward,train
backward/042a8dde_nohash_2.wav,backward,train
backward/042a8dde_nohash_3.wav,backward,train
backward/050170cb_nohash_0.wav,backward,train
backward/050170cb_nohash_1.wav,backward,train
backward/050170cb_nohash_2.wav,backward,train
backward/050170cb_nohash_3.wav,backward,train
backward/050170cb_nohash_4.wav,backward,train
backward/0585b66d_nohash_0.wav,backward,train
backward/0585b66d_nohash_1.wav,backward,train
backward/0585b66d_nohash_2.wav,backward,train
backward/0585b66d_nohash_3.wav,backward,train
backward/0585b66d_nohash_4.wav,backward,train
backward/067f61e2_nohash_0.wav,backward,valid
backward/067f61e2_nohash_1.wav,backward,valid
backward/067f61e2_nohash_2.wav,backward,valid
backward/067f61e2_nohash_3.wav,backward,valid
backward/067f61e2_nohash_4.wav,backward,valid
backward/06f6c194_nohash_0.wav,backward,train
backward/06f6c194_nohash_1.wav,backward,train
backward/06f6c194_nohash_2.wav,backward,train
backward/06f6c194_nohash_3.wav,backward,train
backward/06f6c194_nohash_4.wav,backward,train
backward/08ab231c_nohash_0.wav,backward,train
backward/08ab231c_nohash_1.wav,backward,train
backward/08ab231c_nohash_2.wav,backward,train
backward/08ab231c_nohash_3.wav,backward,train
backward/08ab231c_nohash_4.wav,backward,train
backward/0a2b400e_nohash_0.wav,backward,train
backward/0a2b400e_nohash_1.wav,backward,train
backward/0a2b400e_nohash_2.wav,backward,train
backward/0a2b400e_nohash_3.wav,backward,train
backward/0a2b400e_nohash_4.wav,backward,train
backward/0a396ff2_nohash_0.wav,backward,train
backward/0a5636ca_nohash_0.wav,backward,train
backward/0b7ee1a0_nohash_0.wav,backward,train
backward/0b7ee1a0_nohash_1.wav,backward,train
backward/0b7ee1a0_nohash_2.wav,backward,train
backward/0b7ee1a0_nohash_3.wav,backward,train
backward/0b7ee1a0_nohash_4.wav,backward,train
backward/0ba018fc_nohash_0.wav,backward,train
backward/0ba018fc_nohash_1.wav,backward,train
backward/0ba018fc_nohash_2.wav,backward,train
backward/0ba018fc_nohash_3.wav,backward,train
backward/0c540988_nohash_0.wav,backward,test
backward/0cb74144_nohash_0.wav,backward,test
backward/0cb74144_nohash_1.wav,backward,test
backward/0cb74144_nohash_2.wav,backward,test
backward/0cb74144_nohash_3.wav,backward,test
backward/0d6d7360_nohash_0.wav,backward,train
backward/0d6d7360_nohash_1.wav,backward,train
backward/0d6d7360_nohash_2.wav,backward,train
backward/0d6d7360_nohash_3.wav,backward,train
backward/0d6d7360_nohash_4.wav,backward,train
backward/0d82fd99_nohash_0.wav,backward,valid
backward/0d82fd99_nohash_1.wav,backward,valid
backward/0d82fd99_nohash_2.wav,backward,valid
backward/0d82fd99_nohash_3.wav,backward,valid
backward/0d85a428_nohash_0.wav,backward,train
backward/0d90d8e1_nohash_0.wav,backward,train
backward/0d90d8e1_nohash_1.wav,backward,train
backward/0d90d8e1_nohash_2.wav,backward,train
backward/0d90d8e1_nohash_3.wav,backward,train
backward/0e6e36c9_nohash_0.wav,backward,train
backward/0e6e36c9_nohash_1.wav,backward,train
backward/0e6e36c9_nohash_2.wav,backward,train
backward/0e6e36c9_nohash_3.wav,backward,train
backward/0e6e36c9_nohash_4.wav,backward,train
backward/0e8ec1cb_nohash_0.wav,backward,train
backward/0ea9c8ce_nohash_0.wav,backward,valid
backward/0ea9c8ce_nohash_1.wav,backward,valid
backward/0ea9c8ce_nohash_2.wav,backward,valid
backward/0ea9c8ce_nohash_3.wav,backward,valid
backward/0ea9c8ce_nohash_4.wav,backward,valid
backward/0f46028a_nohash_0.wav,backward,train
backward/0f46028a_nohash_1.wav,backward,train
backward/0f46028a_nohash_2.wav,backward,train
backward/0f46028a_nohash_3.wav,backward,train
backward/0f46028a_nohash_4.wav,backward,train
backward/0f7266cf_nohash_0.wav,backward,train
backward/0f7266cf_nohash_1.wav,backward,train
backward/0f7266cf_nohash_2.wav,backward,train
backward/0f7266cf_nohash_3.wav,backward,train
backward/113b3fbc_nohash_0.wav,backward,train
backward/113b3fbc_nohash_1.wav,backward,train
backward/113b3fbc_nohash_2.wav,backward,train
backward/113b3fbc_nohash_3.wav,backward,train
backward/113b3fbc_nohash_4.wav,backward,train
backward/131e738d_nohash_0.wav,backward,train
backward/131e738d_nohash_1.wav,backward,train
backward/131e738d_nohash_2.wav,backward,train
backward/131e738d_nohash_3.wav,backward,train
backward/131e738d_nohash_4.wav,backward,train
backward/13a93b33_nohash_0.wav,backward,train
backward/13dce503_nohash_0.wav,backward,train
backward/13dce503_nohash_1.wav,backward,train
backward/13dce503_nohash_2.wav,backward,train
backward/1474273a_nohash_0.wav,backward,train
backward/1474273a_nohash_1.wav,backward,train
backward/1496195a_nohash_0.wav,backward,train
backward/1496195a_nohash_1.wav,backward,train
backward/1496195a_nohash_2.wav,backward,train
backward/1496195a_nohash_3.wav,backward,train
backward/14c7b073_nohash_0.wav,backward,train
backward/14c7b073_nohash_1.wav,backward,train
backward/14c7b073_nohash_2.wav,backward,train
backward/14c7b073_nohash_3.wav,backward,train
backward/14c7b073_nohash_4.wav,backward,train
backward/1589451d_nohash_0.wav,backward,train
backward/1589451d_nohash_1.wav,backward,train
backward/15dd287d_nohash_0.wav,backward,train
backward/15dd287d_nohash_1.wav,backward,train
backward/15dd287d_nohash_2.wav,backward,train
backward/15dd287d_nohash_3.wav,backward,train
backward/15dd287d_nohash_4.wav,backward,train
backward/171edea9_nohash_0.wav,backward,valid
backward/171edea9_nohash_1.wav,backward,valid
backward/171edea9_nohash_2.wav,backward,valid
backward/171edea9_nohash_3.wav,backward,valid
backward/171edea9_nohash_4.wav,backward,valid
backward/189cbabe_nohash_0.wav,backward,test
backward/189cbabe_nohash_1.wav,backward,test
backward/189cbabe_nohash_2.wav,backward,test
backward/189cbabe_nohash_3.wav,backward,test
backward/189cbabe_nohash_4.wav,backward,test
backward/18d84076_nohash_0.wav,backward,train
backward/18e910f4_nohash_0.wav,backward,train
backward/18e910f4_nohash_1.wav,backward,train
backward/18e910f4_nohash_2.wav,backward,train
backward/18e910f4_nohash_3.wav,backward,train
backward/18f8afd5_nohash_0.wav,backward,test
backward/18f8afd5_nohash_1.wav,backward,test
backward/18f8afd5_nohash_2.wav,backward,test
backward/18f8afd5_nohash_3.wav,backward,test
backward/18f8afd5_nohash_4.wav,backward,test
backward/18ffa72d_nohash_0.wav,backward,train
backward/195c120a_nohash_0.wav,backward,train
backward/195c120a_nohash_1.wav,backward,train
backward/195c120a_nohash_2.wav,backward,train
backward/1970b130_nohash_0.wav,backward,train
backward/1970b130_nohash_1.wav,backward,train
backward/19a1e5c7_nohash_0.wav,backward,train
backward/1a0f9c63_nohash_0.wav,backward,train
backward/1a0f9c63_nohash_1.wav,backward,train
backward/1a73dcd1_nohash_0.wav,backward,valid
backward/1a994c9f_nohash_0.wav,backward,train
backward/1a994c9f_nohash_1.wav,backward,train
backward/1a994c9f_nohash_2.wav,backward,train
backward/1a994c9f_nohash_3.wav,backward,train
backward/1a994c9f_nohash_4.wav,backward,train
backward/1acc97de_nohash_0.wav,backward,test
backward/1acc97de_nohash_1.wav,backward,test
backward/1acc97de_nohash_2.wav,backward,test
backward/1acc97de_nohash_3.wav,backward,test
backward/1b18600d_nohash_0.wav,backward,train
backward/1b18600d_nohash_1.wav,backward,train
backward/1b42b551_nohash_0.wav,backward,train
backward/1b42b551_nohash_1.wav,backward,train
backward/1b42b551_nohash_2.wav,backward,train
backward/1b42b551_nohash_3.wav,backward,train
backward/1b42b551_nohash_4.wav,backward,train
backward/1b627376_nohash_0.wav,backward,train
backward/1c76f5f3_nohash_0.wav,backward,train
backward/1c84a139_nohash_0.wav,backward,train
backward/1c84a139_nohash_1.wav,backward,train
backward/1c84a139_nohash_2.wav,backward,train
backward/1c84a139_nohash_3.wav,backward,train
backward/1c84a139_nohash_4.wav,backward,train
backward/1dc86f91_nohash_0.wav,backward,train
backward/1dc86f91_nohash_1.wav,backward,train
