file_name,label,split
bed/00176480_nohash_0.wav,bed,train
bed/004ae714_nohash_0.wav,bed,train
bed/004ae714_nohash_1.wav,bed,train
bed/00f0204f_nohash_0.wav,bed,train
bed/00f0204f_nohash_1.wav,bed,train
bed/012c8314_nohash_0.wav,bed,train
bed/012c8314_nohash_1.wav,bed,train
bed/0132a06d_nohash_0.wav,bed,train
bed/0135f3f2_nohash_0.wav,bed,train
bed/0137b3f4_nohash_0.wav,bed,train
bed/014f9f65_nohash_0.wav,bed,train
bed/01648c51_nohash_0.wav,bed,train
bed/01648c51_nohash_1.wav,bed,train
bed/016e2c6d_nohash_0.wav,bed,train
bed/01b4757a_nohash_0.wav,bed,train
bed/01b4757a_nohash_1.wav,bed,train
bed/01bcfc0c_nohash_0.wav,bed,train
bed/0227998e_nohash_0.wav,bed,train
bed/026290a7_nohash_0.wav,bed,valid
bed/02746d24_nohash_0.wav,bed,train
bed/035de8fe_nohash_0.wav,bed,train
bed/0362539c_nohash_0.wav,bed,train
bed/0362539c_nohash_1.wav,bed,train
bed/037c445a_nohash_0.wav,bed,train
bed/0397ecda_nohash_0.wav,bed,train
bed/03c96658_nohash_0.wav,bed,train
bed/042186b8_nohash_0.wav,bed,train
bed/042ea76c_nohash_0.wav,bed,train
bed/0447d7c1_nohash_0.wav,bed,train
bed/0474c92a_nohash_0.wav,bed,train
bed/0474c92a_nohash_1.wav,bed,train
bed/05739450_nohash_0.wav,bed,train
bed/05b2db80_nohash_0.wav,bed,train
bed/05d18852_nohash_0.wav,bed,train
bed/06076b6b_nohash_0.wav,bed,train
bed/060cd039_nohash_0.wav,bed,valid
bed/060cd039_nohash_1.wav,bed,valid
bed/063d48cf_nohash_0.wav,bed,train
bed/063d48cf_nohash_1.wav,bed,train
bed/0685264e_nohash_0.wav,bed,train
bed/07363607_nohash_0.wav,bed,train
bed/079dfce3_nohash_0.wav,bed,train
bed/079dfce3_nohash_1.wav,bed,train
bed/079dfce3_nohash_2.wav,bed,train
bed/07c5129e_nohash_0.wav,bed,train
bed/099d52ad_nohash_0.wav,bed,valid
bed/09bcdc9d_nohash_0.wav,bed,train
bed/09bcdc9d_nohash_1.wav,bed,train
bed/09ddc105_nohash_0.wav,bed,train
bed/09ddc105_nohash_1.wav,bed,train
bed/0a7c2a8d_nohash_0.wav,bed,train
bed/0b09edd3_nohash_0.wav,bed,train
bed/0b56bcfe_nohash_0.wav,bed,train
bed/0b77ee66_nohash_0.wav,bed,train
bed/0b77ee66_nohash_1.wav,bed,train
bed/0b77ee66_nohash_2.wav,bed,train
bed/0bde966a_nohash_0.wav,bed,train
bed/0bde966a_nohash_1.wav,bed,train
bed/0c2ca723_nohash_0.wav,bed,train
bed/0c2ca723_nohash_1.wav,bed,train
bed/0c2d2ffa_nohash_0.wav,bed,train
bed/0c2d2ffa_nohash_1.wav,bed,train
bed/0c40e715_nohash_0.wav,bed,test
bed/0d2bcf9d_nohash_0.wav,bed,train
bed/0d2bcf9d_nohash_1.wav,bed,train
bed/0d393936_nohash_0.wav,bed,train
bed/0e17f595_nohash_0.wav,bed,valid
bed/0e17f595_nohash_1.wav,bed,valid
bed/0e5193e6_nohash_0.wav,bed,train
bed/0ea0e2f4_nohash_0.wav,bed,test
bed/0ea0e2f4_nohash_1.wav,bed,test
bed/0f7dc557_nohash_0.wav,bed,train
bed/0ff728b5_nohash_0.wav,bed,train
bed/102192fd_nohash_0.wav,bed,train
bed/10467b06_nohash_0.wav,bed,train
bed/105a0eea_nohash_0.wav,bed,test
bed/105e72bb_nohash_0.wav,bed,valid
bed/10627519_nohash_0.wav,bed,train
bed/106a6183_nohash_0.wav,bed,train
bed/10ace7eb_nohash_0.wav,bed,train
bed/10c6d873_nohash_0.wav,bed,train
bed/11321027_nohash_0.wav,bed,train
bed/118261a9_nohash_0.wav,bed,train
bed/118261a9_nohash_1.wav,bed,train
bed/118261a9_nohash_2.wav,bed,train
bed/11860c84_nohash_0.wav,bed,train
bed/11a022ba_nohash_0.wav,bed,train
bed/11b1df78_nohash_0.wav,bed,train
bed/11b1df78_nohash_1.wav,bed,train
bed/122c5aa7_nohash_0.wav,bed,train
bed/12529547_nohash_0.wav,bed,train
bed/126a31d2_nohash_0.wav,bed,train
bed/129c7d8d_nohash_0.wav,bed,train
bed/13199b79_nohash_0.wav,bed,train
bed/1365dd89_nohash_0.wav,bed,train
bed/1365dd89_nohash_1.wav,bed,train
bed/146d97db_nohash_0.wav,bed,train
bed/14872d06_nohash_0.wav,bed,train
bed/14872d06_nohash_1.wav,bed,train
bed/14df1e28_nohash_0.wav,bed,train
bed/1528225c_nohash_0.wav,bed,test
bed/1528225c_nohash_1.wav,bed,test
bed/1528225c_nohash_2.wav,bed,test
bed/1528225c_nohash_3.wav,bed,test
bed/15b0c947_nohash_0.wav,bed,train
bed/15c371c7_nohash_0.wav,bed,train
bed/15c563d7_nohash_0.wav,bed,train
bed/15d83b54_nohash_0.wav,bed,train
bed/15d83b54_nohash_1.wav,bed,train
bed/15f04ff8_nohash_0.wav,bed,train
bed/161fcca8_nohash_0.wav,bed,train
bed/161fcca8_nohash_1.wav,bed,train
bed/1625acd8_nohash_0.wav,bed,train
bed/1625acd8_nohash_1.wav,bed,train
bed/1657c9fa_nohash_0.wav,bed,valid
bed/16d41d07_nohash_0.wav,bed,train
bed/16db1582_nohash_0.wav,bed,valid
bed/1706c35f_nohash_0.wav,bed,train
bed/1706c35f_nohash_1.wav,bed,train
bed/1706c35f_nohash_2.wav,bed,train
bed/1706c35f_nohash_3.wav,bed,train
bed/171b56dc_nohash_0.wav,bed,valid
bed/172dc2b0_nohash_0.wav,bed,train
bed/172dc2b0_nohash_1.wav,bed,train
bed/172dc2b0_nohash_2.wav,bed,train
bed/173ae793_nohash_0.wav,bed,train
bed/173ae793_nohash_1.wav,bed,train
bed/173ce2be_nohash_0.wav,bed,train
bed/173ce2be_nohash_1.wav,bed,train
bed/1746d7b6_nohash_0.wav,bed,train
bed/179a61b7_nohash_0.wav,bed,train
bed/17c94b23_nohash_0.wav,bed,train
bed/17cc40ee_nohash_0.wav,bed,train
bed/17f0e206_nohash_0.wav,bed,train
bed/17f0e206_nohash_1.wav,bed,train
bed/187af8be_nohash_0.wav,bed,train
bed/1887fe04_nohash_0.wav,bed,train
bed/1890e5c3_nohash_0.wav,bed,train
bed/18a1aab9_nohash_0.wav,bed,train
bed/18a8f03f_nohash_0.wav,bed,train
bed/18a8f03f_nohash_1.wav,bed,train
bed/18a8f03f_nohash_2.wav,bed,train
bed/18c54a68_nohash_0.wav,bed,train
bed/18c54a68_nohash_1.wav,bed,train
bed/18c54a68_nohash_2.wav,bed,train
bed/18c54a68_nohash_3.wav,bed,train
bed/18c54a68_nohash_4.wav,bed,train
bed/190821dc_nohash_0.wav,bed,train
bed/1942abd7_nohash_0.wav,bed,valid
